"","aic","r2","adjr2"
"7679",2470.996,0.4955584,0.1162487
"7680",2462.579,0.4409878,0.08981483
"7681",2505.046,0.4666492,0.06845452
"7682",2453.898,0.5246345,0.1475175
"7683",2466.132,0.5175945,0.1281679
"7684",2432.541,0.5398315,0.1799878
"7685",2426.872,0.5702087,0.1996471
"7686",2450.724,0.5583309,0.1665294
"7687",2467.96,0.5502275,0.1520734
"7688",2492.271,0.3716132,0.02611675
"7689",2446.603,0.54608,0.1642505
"7690",2440.135,0.5499541,0.1761441
"7691",2462.126,0.4683491,0.1038148
"7692",2467.435,0.2900092,0.03359643
"7693",2467.994,0.4498168,0.0842807
"7694",2439.928,0.6139941,0.2292921
"7695",2446.669,0.5851688,0.2036932
"7696",2484.218,0.52079,0.1174717
"7697",2468.912,0.5760787,0.169895
"7698",2486.531,0.2517989,0.0007307403
"7699",2450.251,0.4933548,0.131422
"7700",2458.711,0.4484466,0.09731084
"7701",2490.951,0.4593676,0.07197677
"7702",2499.838,0.422725,0.03790153
"7703",2441.242,0.5666584,0.1915195
"7704",2440.078,0.6567981,0.2714604
"7705",2426.957,0.6205986,0.2490891
"7706",2449.214,0.6122657,0.2131031
"7707",2418.68,0.6287783,0.2615699
"7708",2459.32,0.6011973,0.203186
"7709",2472.823,0.5130659,0.1152674
"7710",2466.34,0.5619715,0.1608463
"7711",2483.318,0.3992481,0.05391189
"7712",2478.45,0.4334242,0.0713738
"7713",2476.378,0.3491688,0.03813251
"7714",2441.217,0.6095594,0.2259163
"7715",2486.107,0.4141035,0.05265042
"7716",2478.289,0.2977208,0.01668803
"7717",2446.203,0.5174759,0.1492034
"7718",2479.396,0.5254619,0.1233908
"7719",2453.573,0.5251701,0.1481789
"7720",2456.672,0.5299299,0.154086
"7721",2466.462,0.5170418,0.1382146
"7722",2431.624,0.5569477,0.1919378
"7723",2470.454,0.5170541,0.1238667
"7724",2509.177,0.484616,0.06950298
"7725",2468.477,0.4602563,0.09518753
"7726",2485.399,0.4913317,0.09284902
"7727",2472.216,0.3404382,0.04250101
"7728",2460.64,0.5522831,0.1583956
"7729",2471.678,0.3772454,0.04959131
"7730",2486.651,0.4250979,0.05567576
"7731",2487.784,0.303804,0.005684007
"7732",2455.272,0.5956875,0.1949571
"7733",2468.744,0.4559904,0.09070051
"7734",2481.065,0.4400445,0.07798578
"7735",2437.263,0.4880284,0.139194
"7736",2490.981,0.4517502,0.06763447
"7737",2428.466,0.5102796,0.1543051
"7738",2479.249,0.5224003,0.1232054
"7739",2479.758,0.4308456,0.06882558
"7740",2474.954,0.3613106,0.04025584
"7741",2452.178,0.5530014,0.1698651
"7742",2495.388,0.3821775,0.03511464
"7743",2443.384,0.4878138,0.1321238
"7744",2500.768,0.3962174,0.03222246
"7745",2482.9,0.5196537,0.119754
"7746",2433.911,0.4537827,0.1268149
"7747",2472.867,0.4246677,0.07385175
"7748",2463.531,0.4582772,0.1002982
"7749",2477.196,0.4118845,0.06544795
"7750",2456.912,0.4325141,0.0921737
"7751",2479.673,0.4504302,0.07753501
"7752",2452.415,0.4859779,0.1231284
"7753",2453.059,0.6070544,0.2051045
"7754",2465.618,0.3598375,0.0500442
"7755",2472.884,0.3202843,0.03535972
"7756",2454.866,0.5061819,0.1322568
"7757",2457.379,0.4770409,0.113248
"7758",2486.819,0.4993579,0.09481449
"7759",2455.083,0.4242352,0.08780219
"7760",2467.108,0.5057673,0.1210484
"7761",2479.84,0.2483919,0.00630068
"7762",2471.778,0.5215221,0.1257731
"7763",2474.355,0.4604844,0.08813375
"7764",2458.699,0.5331398,0.1476196
"7765",2479.047,0.4812587,0.09247762
"7766",2481.729,0.3727944,0.04219387
"7767",2453.678,0.4617517,0.1109944
"7768",2454.491,0.5462573,0.1609998
"7769",2411.134,0.664974,0.2884829
"7770",2472.833,0.3876342,0.0547469
"7771",2462.308,0.5105479,0.133915
"7772",2457.16,0.4280671,0.08789999
"7773",2460.522,0.4564106,0.1019176
"7774",2453.423,0.5017776,0.1375947
"7775",2501.549,0.5317599,0.1050199
"7776",2455.912,0.5078143,0.134188
"7777",2461.132,0.5125434,0.1255996
"7778",2439.283,0.6094709,0.2224462
"7779",2432.054,0.6929149,0.3124314
"7780",2490.073,0.4610134,0.06994678
"7781",2461.62,0.5184519,0.1363926
"7782",2444.826,0.579138,0.1917798
"7783",2452.929,0.5989633,0.2033042
"7784",2469.921,0.5947759,0.1865291
"7785",2453.875,0.5213596,0.1434883
"7786",2476.515,0.4964006,0.1062838
"7787",2458.055,0.6084228,0.2001822
"7788",2450.125,0.5308214,0.1551983
"7789",2484.852,0.3875927,0.03982469
"7790",2474.26,0.4826737,0.09408847
"7791",2458.713,0.4560503,0.09438569
"7792",2476.233,0.610891,0.1896618
"7793",2461.635,0.4909154,0.1180826
"7794",2438.715,0.5132484,0.1475914
"7795",2454.473,0.55564,0.1664167
"7796",2497.978,0.4264415,0.04935882
"7797",2444.823,0.5550998,0.1794833
"7798",2465.294,0.378075,0.05756313
"7799",2465.071,0.5160186,0.1334197
"7800",2481.472,0.4982214,0.1047321
"7801",2460.71,0.5490543,0.1576437
"7802",2480.553,0.5168891,0.1162985
"7803",2468.961,0.5162038,0.1264558
"7804",2482.354,0.4336137,0.06410433
"7805",2490.301,0.1986347,-0.009802939
"7806",2459.948,0.5278427,0.1444767
"7807",2458.841,0.5329092,0.1508502
"7808",2455.657,0.5866232,0.1921218
"7809",2469.018,0.391481,0.06171767
"7810",2488.767,0.2028935,-0.004326362
"7811",2440.806,0.6046638,0.2152261
"7812",2484.06,0.3543862,0.03478545
"7813",2479.96,0.4304456,0.07212834
"7814",2448.122,0.6137329,0.2187935
"7815",2440.313,0.646843,0.2548325
"7816",2474.299,0.4932721,0.1063049
"7817",2458.205,0.4718845,0.1111861
"7818",2463.683,0.4427257,0.09155018
"7819",2457.251,0.4588046,0.104403
"7820",2442.503,0.4092085,0.09147759
"7821",2418.772,0.5394614,0.1828206
"7822",2459.003,0.5960647,0.1920049
"7823",2451.775,0.5977832,0.2117861
"7824",2450.396,0.558833,0.1776186
"7825",2482.629,0.383803,0.04776833
"7826",2441.901,0.5279193,0.1618888
"7827",2438.232,0.5306479,0.165245
"7828",2472.575,0.4638092,0.08430543
"7829",2493.309,0.4914905,0.08155514
"7830",2480.884,0.374631,0.03999995
"7831",2472.734,0.4597751,0.0873783
"7832",2458.589,0.596646,0.1928738
"7833",2460.153,0.6082888,0.2034995
"7834",2439.358,0.5417166,0.1723352
"7835",2494.235,0.2261606,-0.008593876
"7836",2474.332,0.467969,0.08882743
"7837",2466.69,0.5363848,0.1410604
"7838",2478.288,0.4177932,0.06730777
"7839",2458.478,0.5302457,0.1439546
"7840",2468.626,0.3751923,0.05154148
"7841",2461.518,0.6302731,0.2242559
"7842",2449.305,0.5725415,0.1894105
"7843",2461.526,0.4545121,0.1034993
"7844",2466.17,0.4682678,0.09284154
"7845",2461.683,0.5443745,0.1550234
"7846",2454.054,0.6346932,0.231452
"7847",2445.833,0.568772,0.1876358
"7848",2436.397,0.5969135,0.2172024
"7849",2469.185,0.5124535,0.1254903
"7850",2462.89,0.495745,0.1236195
"7851",2494.823,0.5096722,0.09596928
"7852",2460.419,0.3885144,0.06636307
"7853",2479.22,0.3242008,0.02344282
"7854",2483.104,0.4775397,0.09200278
"7855",2447.497,0.5571435,0.1753639
"7856",2450.483,0.5677987,0.1759639
"7857",2483.888,0.5009731,0.1042898
"7858",2448.909,0.5671592,0.1820132
"7859",2465.674,0.4654834,0.1043254
"7860",2432.239,0.585787,0.2045697
"7861",2466.724,0.4328854,0.07818524
"7862",2437.032,0.6098105,0.2229584
"7863",2455.513,0.5152753,0.1430934
"7864",2476.728,0.4209385,0.07028864
"7865",2479.474,0.407215,0.05744683
"7866",2451.994,0.6270809,0.2328509
"7867",2489.768,0.4690101,0.07873055
"7868",2458.533,0.3577992,0.05917978
"7869",2431.915,0.5078107,0.151431
"7870",2469.146,0.3101507,0.03211759
"7871",2444.67,0.5993239,0.2106751
"7872",2445.715,0.5216262,0.1542144
"7873",2438.932,0.6044914,0.2249899
"7874",2450.751,0.5992118,0.2002119
"7875",2500.345,0.5271912,0.09898293
"7876",2455.115,0.4882925,0.122206
"7877",2446.912,0.5392373,0.1623578
"7878",2467.847,0.5044976,0.1195334
"7879",2450.901,0.5229757,0.1454734
"7880",2473.229,0.5290197,0.1352316
"7881",2440.303,0.605354,0.2196229
"7882",2495.441,0.3734223,0.02763974
"7883",2447.069,0.4776042,0.1243729
"7884",2472.717,0.5232814,0.1243164
"7885",2462.548,0.4963425,0.1243082
"7886",2463.379,0.5053012,0.1240963
"7887",2509.039,0.3246248,0.0009510397
"7888",2487.11,0.4590682,0.07544247
"7889",2484.291,0.537027,0.1272232
"7890",2465.91,0.4145037,0.07513787
"7891",2476.57,0.546133,0.1356265
"7892",2446.075,0.5860229,0.1981376
"7893",2438.025,0.6270413,0.2361529
"7894",2473.756,0.4977255,0.1115173
"7895",2451.497,0.5602075,0.1690713
"7896",2471.233,0.3099434,0.03197996
"7897",2493.502,0.5662659,0.141095
"7898",2458.254,0.5037961,0.1364662
"7899",2438.807,0.5551241,0.1828918
"7900",2439.377,0.5573278,0.1857872
"7901",2475.468,0.4912105,0.1039078
"7902",2445.606,0.5349077,0.1637479
"7903",2498.225,0.401524,0.04091868
"7904",2481.175,0.5697565,0.1572462
"7905",2493.277,0.4473615,0.06301216
"7906",2482.938,0.4000404,0.05090264
"7907",2437.494,0.5571476,0.1821845
"7908",2488.048,0.3977243,0.03744612
"7909",2481.354,0.5155442,0.114624
"7910",2479.581,0.3860411,0.04223906
"7911",2441.736,0.5281897,0.1622207
"7912",2471.851,0.6114077,0.1977061
"7913",2467.559,0.5539605,0.1570862
"7914",2468.939,0.5026142,0.1099678
"7915",2475.736,0.521591,0.1258594
"7916",2452.232,0.5240837,0.146838
"7917",2471.2,0.2905864,0.0195314
"7918",2486.241,0.2679627,0.009694219
"7919",2480.503,0.452659,0.07613907
"7920",2492.602,0.2821571,0.006950473
"7921",2464.328,0.3801585,0.05568221
"7922",2454.825,0.5519955,0.165057
"7923",2462.01,0.5744585,0.1747243
"7924",2468.91,0.6072577,0.1983835
"7925",2443.5,0.5318387,0.1599128
"7926",2472.066,0.4971848,0.1145259
"7927",2467.27,0.5755507,0.1655271
"7928",2424.592,0.6263054,0.2481819
"7929",2457.178,0.5191893,0.1443388
"7930",2478.741,0.3920668,0.0512367
"7931",2448.585,0.5429454,0.1705109
"7932",2472.222,0.3218459,0.03643758
"7933",2488.246,0.4138205,0.05614289
"7934",2466.859,0.4779837,0.1071388
"7935",2466.4,0.4374417,0.08268359
"7936",2459.368,0.5955527,0.1947566
"7937",2445.822,0.6060118,0.2206045
"7938",2503.378,0.2950603,-5.198043e-05
"7939",2421.823,0.5657828,0.2100065
"7940",2458.79,0.5733042,0.1801298
"7941",2473.278,0.5784762,0.1661142
"7942",2479.796,0.3368093,0.02884514
"7943",2467.54,0.5118524,0.1247602
"7944",2462.372,0.5304187,0.1441732
"7945",2447.594,0.5569936,0.1682329
"7946",2459.104,0.5816464,0.18496
"7947",2472.779,0.4327757,0.07441908
"7948",2453.981,0.537525,0.15671
"7949",2428.657,0.6130148,0.2408938
"7950",2416.802,0.6486905,0.2772584
"7951",2490.341,0.4931966,0.09125821
"7952",2487.213,0.3381506,0.02611974
"7953",2485.986,0.4143504,0.05288426
"7954",2486.966,0.4324075,0.06290029
"7955",2443.224,0.6228745,0.2295971
"7956",2465.462,0.4947411,0.1188969
"7957",2467.76,0.5921799,0.1897578
"7958",2439.368,0.6120585,0.2230072
"7959",2443.826,0.4501377,0.109545
"7960",2468.972,0.4593282,0.09057005
"7961",2468.237,0.5529101,0.1520794
"7962",2442.606,0.5823688,0.1997343
"7963",2456.403,0.5238007,0.1394355
"7964",2466.85,0.4670105,0.09877255
"7965",2456.115,0.5308379,0.1482372
"7966",2466.416,0.5204605,0.1352988
"7967",2465.962,0.5008452,0.1224195
"7968",2437.733,0.5505809,0.180332
"7969",2438.991,0.5960813,0.209294
"7970",2471.433,0.4195179,0.06893953
"7971",2482.788,0.5643254,0.1458469
"7972",2454.047,0.6372302,0.2356048
"7973",2461.044,0.4282986,0.08096933
"7974",2489.71,0.3984314,0.04190695
"7975",2480.546,0.533387,0.1261786
"7976",2455.949,0.4499037,0.1023241
"7977",2467.703,0.5047455,0.1198289
"7978",2491.534,0.3555648,0.02064205
"7979",2445.956,0.6058284,0.2203307
"7980",2490.344,0.3401439,0.02386652
"7981",2464.421,0.6265281,0.2181985
"7982",2484.143,0.4792808,0.0864744
"7983",2493.954,0.4460594,0.0692474
"7984",2446.958,0.5961282,0.2093626
"7985",2442.837,0.5230826,0.1559823
"7986",2430.398,0.5588291,0.1943969
"7987",2448.212,0.5800336,0.1964473
"7988",2439.372,0.601126,0.2200347
"7989",2453.657,0.642718,0.2446449
"7990",2468.971,0.5128153,0.1186464
"7991",2456.659,0.4599154,0.1055607
"7992",2439.098,0.6015056,0.2172614
"7993",2469.069,0.4739625,0.1027089
"7994",2441.565,0.5413875,0.1752838
"7995",2470.351,0.5401352,0.145929
"7996",2465.278,0.390931,0.05760219
"7997",2413.989,0.540712,0.1940875
"7998",2472.582,0.5201842,0.1240995
"7999",2483.445,0.4235109,0.06166032
"8000",2480.973,0.5548677,0.1474722
"8001",2460.883,0.5761205,0.1770797
"8002",2476.064,0.4059975,0.06002878
"8003",2459.746,0.5080986,0.12384
"8004",2470.356,0.486082,0.1053515
"8005",2436.848,0.5672501,0.1889532
"8006",2468.401,0.5204853,0.1317415
"8007",2445.636,0.6089915,0.214956
"8008",2424.862,0.5672288,0.2022205
"8009",2469.595,0.5349248,0.1391743
"8010",2471,0.5127666,0.1258711
"8011",2489.925,0.5502819,0.1300284
"8012",2486.103,0.3268156,0.02530048
"8013",2460.563,0.5235358,0.1355343
"8014",2398.519,0.6656882,0.3111267
"8015",2428.347,0.5913472,0.2158045
"8016",2461.415,0.480594,0.1136087
"8017",2451.663,0.5183801,0.1468376
"8018",2463.967,0.4498695,0.09160235
"8019",2471.96,0.457471,0.09225312
"8020",2487.898,0.4904494,0.08801318
"8021",2454.986,0.4479182,0.1003177
"8022",2443.774,0.4502373,0.1096452
"8023",2478.667,0.5491217,0.1469806
"8024",2465.063,0.4322171,0.08116116
"8025",2473.851,0.4869837,0.09902443
"8026",2392.355,0.7071792,0.3595063
"8027",2487.853,0.1998804,-0.001940809
"8028",2463.45,0.4732657,0.1091295
"8029",2448.178,0.5307354,0.1516139
"8030",2491.001,0.4920345,0.08988328
"8031",2444.295,0.5857073,0.2010857
"8032",2472.042,0.5831869,0.1729725
"8033",2469.496,0.4620911,0.09713031
"8034",2439.033,0.5325971,0.1608585
"8035",2472.928,0.400062,0.05464406
"8036",2418.098,0.5653684,0.2030086
"8037",2483.935,0.4649994,0.08559518
"8038",2476.557,0.2921688,0.02416009
"8039",2477.24,0.4880707,0.1039636
"8040",2451.789,0.4726455,0.1155318
"8041",2451.044,0.5669557,0.1817349
"8042",2464.436,0.464068,0.1028209
"8043",2470.413,0.4134806,0.06693063
"8044",2459.675,0.5629816,0.1693396
"8045",2421.044,0.604337,0.2377366
"8046",2439.22,0.5666903,0.1881941
"8047",2477.976,0.4759548,0.09022525
"8048",2464.848,0.4993065,0.1170128
"8049",2465.236,0.5544607,0.1613141
"8050",2453.55,0.4694124,0.112063
"8051",2458.926,0.4921671,0.1265846
"8052",2474.727,0.4889807,0.1086625
"8053",2482.007,0.540684,0.1283319
"8054",2467.377,0.5221865,0.1374331
"8055",2434.641,0.6488868,0.26479
"8056",2479.593,0.3233251,0.0265255
"8057",2464.255,0.4377262,0.09015845
"8058",2463.129,0.5091509,0.1251042
"8059",2467.502,0.3420707,0.0400854
"8060",2458.894,0.5731508,0.1728757
"8061",2472.323,0.3971485,0.06305282
"8062",2452.316,0.4716809,0.1144944
"8063",2429.727,0.5950479,0.2178124
"8064",2464.513,0.5524813,0.1550958
"8065",2469,0.3957302,0.0654243
"8066",2462.889,0.5229964,0.134862
"8067",2485.696,0.3815161,0.04208656
"8068",2463.11,0.4281677,0.08084317
"8069",2461.082,0.5987509,0.1960273
"8070",2455.817,0.4614916,0.1036654
"8071",2483.451,0.3046088,0.01374896
"8072",2476.719,0.5098498,0.1186919
"8073",2450.831,0.5263932,0.1531623
"8074",2466.389,0.4860241,0.1052857
"8075",2458.907,0.5487451,0.1607605
"8076",2455.91,0.4145035,0.08580913
"8077",2440.345,0.6492481,0.2555029
"8078",2439.158,0.5901949,0.207503
"8079",2476.695,0.4407623,0.07502357
"8080",2463.975,0.4264474,0.07918847
"8081",2405.498,0.622516,0.2645189
"8082",2470.525,0.3533419,0.03767086
"8083",2466.776,0.5821233,0.1750216
"8084",2458.338,0.5496368,0.1654287
"8085",2473.819,0.5113785,0.1241851
"8086",2469.003,0.436263,0.08151542
"8087",2449.535,0.589659,0.199954
"8088",2469.632,0.5444555,0.133373
"8089",2474.628,0.4211387,0.0668051
"8090",2471.029,0.4884446,0.1007075
"8091",2465.408,0.465978,0.1048521
"8092",2439.81,0.490605,0.135234
"8093",2489.362,0.5121538,0.1104224
"8094",2441.885,0.5440549,0.1685217
"8095",2470.139,0.4900239,0.1098589
"8096",2485.601,0.5661171,0.1483852
"8097",2485.345,0.4316604,0.06590766
"8098",2465.523,0.4694611,0.1014176
"8099",2495.185,0.5124535,0.1032571
"8100",2478.426,0.405252,0.0519122
"8101",2468.03,0.4866632,0.1096479
"8102",2453.865,0.4500634,0.09895227
"8103",2446.068,0.5593346,0.1816989
"8104",2446.857,0.5393259,0.1624707
"8105",2444.23,0.5371249,0.1665322
"8106",2427.408,0.5954961,0.2217424
"8107",2454.244,0.5828942,0.1867499
"8108",2468.56,0.4008287,0.0663196
"8109",2469.649,0.4310611,0.07273225
"8110",2467.326,0.5984102,0.1848371
"8111",2476.073,0.3221951,0.02573253
"8112",2499.366,0.5511539,0.1197453
"8113",2449.562,0.4945659,0.1362506
"8114",2452.951,0.542365,0.1594351
"8115",2472.966,0.3958017,0.05821455
"8116",2449.479,0.4982092,0.1299877
"8117",2464.773,0.3834944,0.06210155
"8118",2483.807,0.3682528,0.0309379
"8119",2469.357,0.4115556,0.07241828
"8120",2478.86,0.3746829,0.04004341
"8121",2491.904,0.4537958,0.0659922
"8122",2470.281,0.4337562,0.07904136
"8123",2450.614,0.5234518,0.1495449
"8124",2432.062,0.644691,0.2644071
"8125",2415.792,0.6375518,0.2689165
"8126",2471.526,0.439148,0.07339288
"8127",2466.68,0.5200202,0.1347555
"8128",2469.976,0.3590406,0.0494191
"8129",2469.421,0.4912941,0.1149316
"8130",2461.6,0.4874295,0.117692
"8131",2448.196,0.5858491,0.2012877
"8132",2482.911,0.5129165,0.1076157
"8133",2455.948,0.571586,0.1812116
"8134",2463.073,0.535768,0.1438602
"8135",2456.076,0.3676633,0.06690072
"8136",2439.602,0.6035692,0.2203115
"8137",2468.999,0.484933,0.1003726
"8138",2467.643,0.5895052,0.1822585
"8139",2451.459,0.5869077,0.2027975
"8140",2460.56,0.4963216,0.1207244
"8141",2487.371,0.369208,0.03549524
"8142",2452.804,0.5703099,0.1794396
"8143",2468.23,0.4493673,0.08381678
"8144",2462.483,0.4964555,0.1244386
"8145",2492.565,0.3796463,0.03672815
"8146",2506.286,0.5105865,0.0854331
"8147",2477.291,0.4356992,0.06992918
"8148",2441.266,0.528959,0.1597639
"8149",2477.343,0.4472339,0.08162083
"8150",2492.699,0.4289831,0.05950047
"8151",2457.61,0.5381195,0.1504473
"8152",2472.251,0.3972996,0.06318634
"8153",2457.91,0.4104241,0.0749789
"8154",2470.322,0.5305014,0.1407121
"8155",2429.812,0.5949293,0.2241884
"8156",2451.86,0.4833919,0.1202505
"8157",2447.619,0.5600217,0.1826149
"8158",2463.283,0.4915364,0.1223448
"8159",2474.017,0.3677919,0.04547211
"8160",2453.406,0.4733472,0.1092181
"8161",2464.444,0.467763,0.09595263
"8162",2467.109,0.4918446,0.111953
"8163",2483.392,0.2950256,0.01865357
"8164",2468.935,0.3916571,0.05456981
"8165",2451.1,0.5226458,0.1450678
"8166",2471.156,0.5452073,0.1380814
"8167",2408.075,0.649576,0.291023
"8168",2439.502,0.5781482,0.1938029
"8169",2474.938,0.4886066,0.1082341
"8170",2461.541,0.4910811,0.121827
"8171",2467.046,0.5293194,0.1427859
"8172",2433.29,0.5665847,0.1914201
"8173",2483.292,0.5543739,0.14312
"8174",2451.831,0.6272919,0.2331854
"8175",2438.514,0.6158837,0.2321671
"8176",2419.974,0.6472583,0.2780811
"8177",2461.806,0.5345849,0.1459132
"8178",2429.785,0.6779192,0.2981803
"8179",2431.756,0.6221772,0.241806
"8180",2446.987,0.6179146,0.2252484
"8181",2469.934,0.4868353,0.1098434
"8182",2489.146,0.4200975,0.05460127
"8183",2471.012,0.4554855,0.09017213
"8184",2449.403,0.4585184,0.1041053
"8185",2478.382,0.2417292,0.01014753
"8186",2453.138,0.5546126,0.1685348
"8187",2474.144,0.4340263,0.07197099
"8188",2455.429,0.3820886,0.07158946
"8189",2455.586,0.4192102,0.08662768
"8190",2492.29,0.3972175,0.0445983
"8191",2458.516,0.5911075,0.195173
"8192",2468.555,0.5101288,0.1226711
"8193",2460.157,0.4864375,0.1236415
"8194",2468.408,0.4094047,0.06681521
"8195",2440.436,0.5883728,0.2082464
"8196",2474.202,0.3932022,0.05223628
"8197",2479.844,0.5377442,0.1318785
"8198",2497.111,0.5125795,0.09575095
"8199",2435.2,0.5355621,0.1713331
"8200",2457.449,0.4982603,0.1300467
"8201",2441.608,0.5049087,0.1412278
"8202",2462.095,0.5468801,0.1547703
"8203",2477.499,0.3601028,0.03929403
"8204",2469.411,0.3095155,0.02806947
"8205",2450.82,0.5820596,0.1924838
"8206",2453.849,0.5345143,0.1563683
"8207",2478.416,0.3307485,0.03545753
"8208",2456.759,0.5673838,0.1788705
"8209",2473.945,0.4062437,0.05655411
"8210",2491.913,0.5146017,0.1059401
"8211",2431.592,0.5600631,0.1927192
"8212",2494.521,0.3533517,0.02270071
"8213",2475.402,0.491327,0.104043
"8214",2481.889,0.3938614,0.04910348
"8215",2440.51,0.4858073,0.1333379
"8216",2468.114,0.4533973,0.08433062
"8217",2471.361,0.4806915,0.1065403
"8218",2456.593,0.4600385,0.1056892
"8219",2446.836,0.5761904,0.1876385
"8220",2481.38,0.2547833,0.009706513
"8221",2452.289,0.5434148,0.1642603
"8222",2450.302,0.460584,0.1132686
"8223",2446.488,0.5525192,0.1794841
"8224",2482.754,0.3062894,0.01486507
"8225",2483.529,0.3732291,0.0350746
"8226",2472.341,0.5913567,0.17418
"8227",2421.794,0.5892896,0.2226732
"8228",2467.226,0.451283,0.08943975
"8229",2484.283,0.375935,0.03734717
"8230",2469.794,0.4906346,0.1069151
"8231",2455.12,0.4665121,0.1054216
"8232",2449.786,0.6087877,0.2146463
"8233",2453.995,0.4224098,0.08608302
"8234",2440.091,0.550022,0.1762322
"8235",2494.159,0.4495026,0.06143073
"8236",2473.756,0.5378862,0.1393894
"8237",2455.789,0.4307839,0.09050564
"8238",2453.277,0.4317949,0.09147953
"8239",2463.633,0.5630448,0.1694263
"8240",2451.716,0.4108211,0.07891168
"8241",2448.445,0.5367791,0.1660973
"8242",2479.193,0.4700682,0.09112484
"8243",2467.836,0.5214244,0.1292939
"8244",2451.05,0.4322428,0.0954314
"8245",2434.747,0.5763212,0.2013581
"8246",2464.626,0.4006906,0.06980189
"8247",2480.132,0.3125748,0.02279534
"8248",2451.958,0.4832161,0.1235613
"8249",2476.906,0.4285717,0.07029506
"8250",2481.505,0.5016372,0.105086
"8251",2453.187,0.4036786,0.08308584
"8252",2470.753,0.4634771,0.09860303
"8253",2436.817,0.5906807,0.2148545
"8254",2470.4,0.5400561,0.1422219
"8255",2449.721,0.5689407,0.1878663
"8256",2463.399,0.4842171,0.1104931
"8257",2455.799,0.514794,0.1390151
"8258",2470.824,0.5642715,0.1604355
"8259",2475.638,0.4837898,0.09906998
"8260",2424.817,0.5849559,0.2198502
"8261",2467.264,0.5418675,0.1481893
"8262",2456.693,0.4446365,0.1005483
"8263",2444.012,0.6592515,0.2657639
"8264",2462.518,0.42136,0.08153778
"8265",2479.372,0.4115248,0.05398497
"8266",2462.632,0.4130347,0.07378024
"8267",2492.1,0.5243011,0.1144422
"8268",2447.653,0.4270877,0.09401514
"8269",2445.125,0.5125551,0.1467684
"8270",2481.254,0.4880461,0.09652991
"8271",2458.813,0.4444061,0.09679047
"8272",2456.291,0.4932844,0.124337
"8273",2477.564,0.3860776,0.0497239
"8274",2461.279,0.5256553,0.1417436
"8275",2467.299,0.5088617,0.1174931
"8276",2446.45,0.517061,0.1452441
"8277",2465.348,0.5724779,0.1719261
"8278",2476.714,0.5199644,0.1164311
"8279",2486.963,0.261012,-0.001675915
"8280",2476.643,0.5553774,0.1407942
"8281",2474.832,0.5425528,0.1418744
"8282",2467.532,0.5350267,0.1393058
"8283",2460.501,0.5334606,0.1444772
"8284",2469.792,0.5080202,0.1201251
"8285",2480.042,0.4342262,0.07585131
"8286",2458.452,0.5034558,0.1290457
"8287",2467.923,0.3895669,0.0564178
"8288",2450.403,0.4255944,0.09260414
"8289",2456.508,0.5102095,0.1370327
"8290",2472.729,0.4445683,0.07889188
"8291",2467.104,0.5091939,0.125156
"8292",2457.191,0.5224962,0.1413648
"8293",2501.124,0.2707983,-0.007400751
"8294",2452.248,0.5402981,0.1637104
"8295",2473.674,0.4580077,0.08550117
"8296",2441.618,0.6275671,0.2436183
"8297",2442.287,0.6214805,0.2374472
"8298",2486.927,0.5760558,0.1514962
"8299",2457.27,0.4549966,0.1004557
"8300",2458.588,0.5100734,0.1333477
"8301",2458.617,0.4820323,0.1187437
"8302",2451.441,0.4393128,0.09879289
"8303",2482.501,0.2824086,0.01451336
"8304",2469.761,0.5148577,0.1284195
"8305",2497.572,0.4232569,0.04621461
"8306",2468.48,0.417404,0.07423003
"8307",2477.031,0.5788376,0.1629833
"8308",2430.536,0.5586184,0.1841308
"8309",2468.833,0.633704,0.2228674
"8310",2422.387,0.5588462,0.1944192
"8311",2475.384,0.5416765,0.1407189
"8312",2452.529,0.6263875,0.2249231
"8313",2483.903,0.3319395,0.0252777
"8314",2447.502,0.5632442,0.1766766
"8315",2455.647,0.4109626,0.07904059
"8316",2483.568,0.5924518,0.1684676
"8317",2456.364,0.4752491,0.1112893
"8318",2474.983,0.5228398,0.1274257
"8319",2449.882,0.5408829,0.1678815
"8320",2441.689,0.5659847,0.1838377
"8321",2466.652,0.4673775,0.09916779
"8322",2475.316,0.4624275,0.08281239
"8323",2450.434,0.5826185,0.1898313
"8324",2450.83,0.5096609,0.13638
"8325",2469.354,0.4033311,0.06493384
"8326",2466.791,0.5457837,0.1497532
"8327",2450.953,0.6044625,0.2080983
"8328",2459.994,0.5744827,0.1782851
"8329",2452.325,0.5369718,0.152503
"8330",2438.008,0.6322066,0.2443405
"8331",2444.98,0.5875948,0.2037789
"8332",2423.855,0.6032211,0.2329089
"8333",2466.775,0.542644,0.1456149
"8334",2475.99,0.5438883,0.1399947
"8335",2456.974,0.4630656,0.1053228
"8336",2451.826,0.497604,0.1327871
"8337",2458.164,0.600028,0.2083174
"8338",2442.099,0.5040626,0.1436829
"8339",2470.79,0.3572277,0.04800201
"8340",2468.998,0.5358888,0.1331345
"8341",2496.362,0.4216731,0.04851191
"8342",2452.714,0.5427412,0.1564209
"8343",2459.875,0.4063879,0.07489722
"8344",2478.764,0.3528054,0.03355142
"8345",2449.185,0.604144,0.2178202
"8346",2494.074,0.3407637,0.02433232
"8347",2478.088,0.3806742,0.04509722
"8348",2432.095,0.6775721,0.2975693
"8349",2468.161,0.4260769,0.07883301
