day_falling,code_imp_1,code_imp_3,code_imp_5,code_imp_6,code_imp_8,code_imp_12,code_imp_13,code_imp_14,code_imp_15,code_imp_16,code_imp_17,code_imp_19,code_imp_20,code_imp_22,code_imp_29,code_imp_30,code_imp_33,code_imp_36,code_imp_39,code_imp_41,code_imp_42,code_imp_43,code_imp_44,code_imp_45,code_imp_48,code_imp_49,code_imp_50,code_imp_51,code_imp_53,code_imp_55,code_imp_57,code_imp_58,code_imp_63,code_imp_66,code_imp_67,code_imp_68,code_imp_69,code_imp_75,code_imp_77,code_imp_78,code_imp_81,code_imp_82,code_imp_84,code_imp_87,code_imp_88,code_imp_90,code_imp_94,code_imp_95,code_imp_97
29,2,1,3,3,1,3,3,2,1,1,3,1,3,3,2,2,3,1,2,3,3,3,3,2,3,1,1,1,3,2,2,2,3,1,1,1,2,1,1,1,3,1,2,3,1,3,3,3,1
29,2,1,3,3,1,3,3,3,1,2,3,1,3,3,2,1,1,1,1,3,3,3,3,2,1,2,2,1,3,2,2,2,3,1,1,2,2,1,1,2,2,2,2,2,1,3,2,3,1
29,3,1,3,2,1,2,3,2,2,3,2,1,3,3,3,2,3,3,1,3,3,3,3,3,2,2,3,1,3,3,2,2,3,1,1,3,1,2,1,1,3,1,3,3,1,3,1,3,3
29,3,1,3,3,1,2,3,3,2,2,2,1,3,3,2,3,3,1,1,3,2,3,3,3,2,3,2,1,3,3,2,3,3,1,2,2,2,1,1,1,3,2,3,3,1,3,3,2,2
29,3,1,3,2,1,2,3,3,2,1,3,1,3,3,3,3,3,1,1,3,3,3,3,3,1,1,1,1,3,3,2,2,3,1,3,1,2,1,1,2,3,1,3,2,2,3,2,3,2
31,3,1,3,1,1,3,3,1,1,2,2,1,3,3,1,2,3,1,2,3,2,3,3,3,1,2,1,1,2,3,1,3,3,1,1,3,3,1,1,2,2,1,3,3,1,3,2,3,3
31,3,1,3,2,1,2,2,3,3,2,3,1,3,2,2,2,1,2,1,3,2,3,3,3,3,3,1,1,2,2,3,3,3,1,1,2,3,1,2,1,3,1,3,2,1,3,3,3,3
31,3,1,3,3,1,3,3,2,1,1,2,1,3,3,2,1,3,2,1,3,1,3,3,2,2,2,1,1,3,3,2,2,3,1,3,2,1,1,1,2,2,1,3,3,1,3,2,3,3
31,2,1,3,3,2,3,2,3,2,1,1,2,3,3,2,3,2,2,1,3,3,3,3,3,3,2,2,1,3,3,2,2,3,1,1,3,1,1,1,1,3,1,2,2,1,3,2,3,2
31,2,1,3,1,1,2,3,3,1,1,2,1,3,3,3,1,1,1,1,3,2,3,3,3,1,2,2,1,3,3,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,3,2,3,1
31,3,1,3,3,1,3,3,2,1,1,3,2,3,3,2,3,2,2,2,3,3,3,2,2,1,1,1,1,3,3,2,2,3,1,1,3,3,1,1,1,3,1,3,2,1,3,2,3,2
31,3,1,3,2,1,2,3,3,1,1,1,1,3,3,2,1,3,2,1,3,3,3,3,2,1,2,1,1,2,3,1,2,3,1,1,3,1,2,1,1,3,1,3,3,1,3,3,3,2
31,3,1,3,3,1,2,3,3,1,3,2,1,3,3,2,2,3,3,1,3,3,3,3,2,2,2,1,1,2,3,3,2,3,1,2,2,2,1,1,1,3,1,2,3,1,3,3,3,3
31,3,1,3,2,1,1,3,3,1,1,3,1,3,3,3,3,2,2,1,3,3,3,3,2,3,2,2,1,3,2,3,2,3,1,1,2,2,1,1,1,3,1,3,2,1,3,2,3,3
31,3,1,3,1,1,2,3,2,1,1,1,1,3,3,1,3,2,1,1,3,3,3,3,2,2,2,2,1,3,3,2,2,3,1,1,3,1,1,1,2,2,2,3,3,1,3,2,3,2
31,3,1,3,3,1,2,2,2,1,1,3,1,3,3,3,1,2,1,1,3,3,3,3,3,1,2,1,1,2,3,3,2,3,1,2,2,2,2,1,1,2,1,3,3,2,3,1,3,3
32,3,1,3,1,1,2,3,3,1,1,2,2,3,3,2,2,2,1,1,3,3,3,3,2,1,2,1,1,3,3,1,3,3,1,1,1,3,1,1,1,2,1,3,2,2,3,2,3,2
32,2,1,3,3,1,3,3,3,2,2,3,1,2,3,3,3,2,2,2,3,3,3,2,1,1,2,2,1,3,3,3,2,3,1,1,1,1,1,1,2,2,3,3,3,1,2,2,3,1
32,3,1,3,3,2,3,2,2,2,1,2,1,3,3,2,3,2,1,2,3,3,3,3,3,3,1,3,1,3,3,1,2,3,1,1,2,1,1,1,1,3,1,2,3,1,3,3,3,2
32,3,1,3,3,1,3,3,3,2,1,3,1,3,3,1,2,2,2,1,3,3,3,3,2,1,1,1,1,3,3,2,2,2,1,1,2,2,1,1,2,3,1,3,2,1,3,2,3,1
32,3,1,3,3,1,2,3,3,2,1,3,1,3,2,2,3,3,1,1,3,3,3,3,3,1,2,1,2,3,3,2,2,3,1,2,3,2,1,1,1,3,2,3,3,1,3,3,3,2
32,3,1,3,2,1,3,3,1,2,3,3,1,3,2,3,2,3,1,1,3,2,3,3,2,3,1,1,1,3,3,1,2,3,1,1,2,3,1,1,1,3,1,3,3,1,3,3,3,1
32,3,1,3,2,1,2,3,2,1,1,2,2,3,2,3,2,2,3,1,3,2,3,3,3,1,2,1,1,3,2,3,3,3,1,1,3,1,1,1,1,3,1,2,3,2,3,3,3,2
32,3,1,2,3,1,2,3,3,1,1,3,1,3,3,2,3,1,3,1,3,2,3,3,3,3,2,1,1,3,2,2,2,2,1,1,3,1,1,1,1,2,2,3,2,1,3,1,3,2
32,2,1,3,2,1,2,3,3,2,3,2,1,3,3,3,3,2,1,1,3,3,3,3,3,1,2,2,1,3,3,3,3,3,1,1,1,2,1,1,2,3,2,3,3,1,2,2,3,2
32,3,1,3,3,2,3,3,2,3,1,1,1,3,2,2,3,1,2,1,3,3,3,3,3,2,2,1,1,2,3,3,2,3,1,1,1,3,1,2,2,3,2,1,2,1,3,3,3,3
33,3,1,3,1,1,3,3,2,1,1,2,1,3,3,1,1,2,1,1,3,2,3,3,3,1,1,1,1,1,2,3,3,2,1,2,3,1,1,1,2,3,2,3,2,1,3,3,3,2
33,3,1,3,3,1,2,2,3,1,1,3,1,3,2,2,3,2,1,1,3,3,3,3,3,3,2,2,1,3,3,3,2,3,1,3,2,1,1,1,1,3,1,3,3,1,3,2,3,2
34,3,1,3,2,1,2,3,2,2,1,1,1,3,3,2,3,3,1,1,3,2,3,3,3,2,1,1,1,2,3,2,1,3,1,1,2,2,1,1,1,3,1,3,3,1,3,2,2,1
34,3,1,3,2,1,2,3,1,1,2,2,1,3,3,2,3,2,1,2,3,3,3,3,2,2,2,1,1,3,3,3,1,3,1,2,1,3,1,1,1,3,3,3,3,2,3,1,2,1
34,3,1,3,3,2,3,3,3,1,1,1,1,3,2,3,2,1,1,1,3,3,3,3,2,2,1,1,1,3,2,3,3,3,1,1,1,1,1,1,2,3,1,3,3,2,3,2,3,3
34,3,1,3,3,1,2,3,3,2,2,1,2,3,3,1,2,3,1,1,3,3,3,1,3,1,1,1,1,3,2,2,2,3,1,1,2,1,1,1,1,3,1,3,3,1,3,2,3,2
34,3,1,3,3,1,2,3,3,1,1,2,1,3,3,1,3,3,1,1,3,3,3,3,2,3,2,1,1,3,3,2,2,3,1,2,2,1,1,1,2,2,1,3,3,2,3,2,2,2
34,3,1,3,2,1,3,3,3,1,3,2,1,2,3,2,3,3,2,1,3,2,3,3,3,2,2,1,1,2,3,2,2,3,1,2,1,1,1,1,2,2,1,3,2,1,3,2,3,2
35,2,1,3,1,1,1,3,3,1,2,3,1,3,3,2,3,2,2,2,2,3,3,3,2,3,2,1,1,3,3,2,2,3,1,2,3,2,1,1,1,3,1,3,3,1,3,1,3,2
35,3,1,3,3,2,2,2,2,2,3,2,1,3,3,1,3,2,2,1,3,2,3,3,1,1,1,2,1,3,3,2,2,2,1,1,3,2,1,1,2,3,2,3,3,2,3,1,3,3
36,3,1,3,2,2,3,3,3,1,1,3,1,3,3,2,3,3,2,1,3,3,3,3,3,3,1,1,1,3,3,3,1,3,1,1,3,2,1,1,2,2,1,3,2,1,3,3,3,2
38,2,1,3,3,2,1,3,3,1,2,2,1,3,3,1,3,3,1,1,3,3,3,3,2,1,2,1,1,3,3,1,3,3,1,2,2,1,1,1,1,3,1,3,3,1,3,2,3,2
38,3,1,3,3,1,3,3,3,2,2,2,1,3,3,3,3,1,1,1,3,3,3,3,3,1,2,1,1,2,3,2,2,3,1,1,2,2,2,2,2,2,2,2,2,1,3,2,3,2
38,3,1,3,2,1,2,3,3,1,2,1,1,2,3,2,2,2,2,1,3,3,3,3,3,2,2,2,1,2,3,2,2,3,1,2,2,3,1,1,1,3,1,2,3,1,3,2,3,2
38,3,1,3,1,2,3,3,3,1,2,2,1,3,3,1,3,3,2,1,3,3,3,3,3,3,2,1,1,3,3,3,2,3,1,2,2,3,1,1,2,2,1,3,3,2,3,2,3,3
38,2,1,3,2,1,2,3,2,1,2,3,1,3,3,1,2,3,1,1,3,2,3,3,2,3,2,2,1,3,3,3,3,3,1,2,3,1,1,1,2,3,1,2,3,1,3,3,2,2
38,3,1,3,1,1,2,3,2,3,2,3,1,3,3,2,2,3,2,1,3,3,3,3,3,3,2,1,1,3,3,3,2,2,1,1,2,2,1,1,1,3,1,3,3,1,3,2,3,2
38,3,1,3,3,1,3,3,2,1,2,1,1,3,3,1,2,3,1,2,3,3,3,3,3,2,1,1,1,3,3,3,3,3,1,1,2,1,1,1,1,2,2,3,3,1,3,3,3,2
38,3,1,3,2,1,3,3,3,2,1,3,1,2,3,2,1,3,1,1,3,3,3,3,3,2,2,1,2,3,3,3,3,3,1,1,3,2,1,3,1,3,1,3,2,1,3,2,3,3
38,3,1,3,2,1,3,3,2,2,1,2,1,3,3,3,2,3,1,1,3,3,3,3,3,1,1,1,1,3,3,1,3,3,1,1,2,1,1,1,1,2,1,3,3,1,3,1,3,2
38,3,1,2,2,1,3,2,2,2,1,3,2,2,3,2,1,1,1,1,3,2,3,3,3,1,2,2,1,2,3,2,3,3,1,2,2,2,1,1,1,3,2,3,3,1,3,1,3,3
38,3,1,3,1,1,2,3,2,2,3,2,1,2,3,2,2,1,3,1,3,2,3,3,1,2,1,2,1,2,3,2,3,2,1,2,3,3,1,1,1,3,1,3,3,1,3,3,3,2
39,3,1,3,3,1,1,3,3,1,1,2,1,3,3,3,3,3,1,2,3,3,3,3,3,2,1,1,1,3,3,3,3,2,1,1,1,1,2,2,1,3,1,3,3,1,3,2,3,1
39,3,1,3,3,1,3,3,2,1,1,3,2,3,3,3,1,2,1,1,3,2,3,3,3,2,1,1,1,2,3,2,2,3,1,2,3,1,1,1,1,3,1,3,3,1,3,3,3,2
40,3,1,3,2,1,2,3,2,1,1,2,1,3,3,2,3,3,1,1,3,3,3,3,2,2,2,1,1,3,3,2,1,3,1,3,3,3,1,1,1,3,1,3,2,1,3,3,3,3
40,3,1,3,3,1,3,3,2,1,2,2,1,3,2,1,2,3,2,1,3,3,3,3,3,1,1,1,1,2,3,2,3,3,1,1,2,1,1,1,1,3,1,3,3,1,3,2,2,2
40,2,1,3,3,1,3,3,2,1,1,1,2,3,3,2,3,3,1,1,3,2,3,3,3,1,2,1,1,2,2,3,2,3,1,1,1,1,1,1,1,2,2,3,2,1,3,2,3,2
42,3,1,3,1,2,2,2,1,1,2,2,1,3,3,2,3,2,1,1,3,3,3,3,3,1,2,1,1,2,3,2,3,2,1,1,2,3,2,1,1,3,1,2,2,2,3,3,3,3
43,3,1,3,2,1,3,3,3,2,1,2,1,3,3,3,2,2,1,1,3,3,3,2,2,3,2,1,1,3,3,3,3,3,1,1,2,1,1,1,2,2,2,3,2,1,3,2,2,2
43,3,1,3,3,1,1,3,3,1,1,3,2,3,3,2,1,2,2,2,3,2,3,3,2,2,1,1,1,2,2,1,3,2,1,2,1,1,2,1,1,3,2,3,2,1,3,3,3,2
43,3,1,3,2,1,2,3,3,1,2,1,1,3,3,1,3,2,1,1,3,2,3,3,3,2,1,1,1,3,3,1,2,3,1,1,3,2,1,1,1,2,1,3,2,1,3,3,3,3
43,3,1,3,3,1,3,3,1,1,2,3,1,3,2,2,3,2,1,1,3,2,3,3,3,2,2,1,1,3,2,3,3,2,1,1,1,1,1,1,1,3,1,3,3,1,3,2,3,3
43,3,1,3,3,1,2,3,3,2,2,3,2,3,3,3,2,2,2,1,3,2,3,3,1,1,1,1,1,3,3,2,2,3,1,2,2,1,2,1,1,2,1,3,3,2,3,2,3,3
43,2,1,3,2,1,3,3,2,2,1,3,1,2,2,2,3,2,1,1,3,3,3,3,2,2,1,1,1,3,3,3,2,3,1,1,1,2,1,1,1,3,1,3,1,1,3,2,3,3
43,3,1,3,2,1,2,3,3,2,2,2,1,3,3,2,3,3,2,1,3,3,3,3,3,1,2,1,1,2,3,2,3,3,1,1,3,2,1,1,1,1,2,3,3,1,3,2,3,3
44,2,1,3,2,1,3,3,2,1,1,3,1,3,3,3,2,2,1,1,3,3,3,2,3,3,2,1,1,3,3,3,2,3,1,1,2,2,1,1,1,2,3,3,2,1,3,3,3,1
46,2,1,3,3,1,2,3,2,1,2,2,1,3,3,3,1,2,1,1,3,3,3,3,3,3,1,1,1,3,2,1,2,3,1,2,2,3,1,1,1,2,1,2,3,1,3,3,3,3
46,3,1,3,2,2,2,3,2,1,2,3,2,3,3,2,3,3,1,1,3,2,3,3,2,1,1,1,1,3,3,2,2,2,1,1,2,1,1,1,1,3,2,3,3,1,2,2,3,3
47,2,1,3,1,1,3,3,3,1,1,1,1,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,1,2,2,2,2,2,1,1,2,3,1,1,2,3,1,3,2,1,3,3,3,3
47,3,1,3,2,1,2,3,3,1,2,2,1,3,3,2,3,3,1,1,3,3,3,3,3,3,2,1,1,3,3,1,3,3,1,1,2,1,1,2,1,3,1,3,3,1,3,2,3,3
47,3,1,3,2,1,2,3,3,1,1,3,1,3,3,3,3,3,1,1,3,2,3,3,3,3,2,1,1,3,3,2,3,3,1,2,2,2,1,1,1,2,1,2,3,1,3,2,2,2
47,3,1,3,3,2,2,3,2,2,2,3,1,3,3,1,2,1,1,1,3,3,3,3,3,1,2,1,1,2,2,1,2,3,1,2,2,2,1,1,2,2,1,2,2,1,3,1,3,2
47,3,1,3,3,1,2,3,3,1,1,2,1,3,3,1,3,3,1,1,3,3,3,3,2,1,2,1,1,3,2,3,2,2,1,2,2,2,1,2,1,2,1,3,3,2,3,2,3,3
48,3,1,3,2,1,1,3,2,2,1,3,1,3,3,2,3,2,1,1,3,2,3,3,2,3,2,1,1,3,3,2,3,3,1,2,1,2,2,1,1,3,1,3,2,1,3,2,3,2
49,3,1,3,3,1,3,3,2,1,3,1,1,3,3,2,2,2,2,1,3,3,3,3,2,3,2,1,1,2,3,3,2,3,1,1,2,2,1,2,2,3,3,3,2,1,3,1,3,2
49,3,1,3,3,1,2,3,2,1,1,3,1,2,3,2,1,2,1,1,3,1,3,3,2,1,2,1,1,3,2,2,3,2,1,1,2,1,1,1,1,3,2,3,2,1,3,3,2,3
51,3,1,3,2,1,3,3,2,1,3,2,1,2,3,3,2,3,1,1,3,2,3,3,2,2,1,1,1,3,2,2,2,3,1,1,3,2,1,1,1,3,1,3,3,1,3,3,3,3
51,3,1,3,2,1,3,3,2,2,1,2,1,3,3,3,2,2,2,1,3,3,3,3,2,3,1,2,1,3,3,2,2,3,1,1,2,1,1,1,1,2,1,2,3,2,3,3,3,2
51,3,1,3,3,2,3,2,2,1,2,2,1,3,3,1,2,3,1,1,3,3,3,3,2,2,1,1,1,3,2,1,3,2,1,1,3,2,1,1,2,3,1,2,3,1,3,3,3,3
52,3,1,3,3,1,3,3,2,1,3,3,1,3,3,3,2,3,1,1,3,2,3,3,3,3,1,1,1,3,3,3,2,3,1,1,1,1,1,2,2,3,2,3,3,1,3,3,3,3
52,3,1,3,3,2,3,3,2,2,1,2,1,3,3,2,3,2,1,1,3,2,3,3,2,3,2,1,1,3,3,2,3,3,1,1,1,1,1,1,1,2,1,3,3,2,3,2,3,1
52,3,1,3,3,1,2,3,2,1,1,3,1,3,3,3,2,2,1,1,3,2,3,3,2,3,1,1,1,3,3,3,2,3,1,2,2,1,1,1,1,3,1,3,3,1,3,3,3,1
53,3,1,3,3,1,3,3,2,1,2,2,1,3,3,2,2,2,1,1,3,3,3,3,1,2,2,2,1,2,3,2,2,3,1,2,1,1,1,2,3,3,1,3,3,1,2,2,3,2
53,3,1,3,3,1,3,3,2,1,1,2,3,2,3,3,2,1,2,1,3,3,3,3,2,1,2,2,1,3,3,3,3,3,1,2,1,2,1,1,2,2,1,3,2,1,3,2,3,2
53,2,1,3,2,1,3,3,3,1,2,2,1,3,3,1,2,3,2,1,3,2,3,3,2,1,1,2,1,3,3,1,3,3,1,1,1,2,1,1,1,3,2,3,3,2,3,2,3,2
53,3,1,3,2,1,2,3,2,2,1,2,1,3,3,3,2,2,2,1,3,3,3,3,2,3,2,1,1,3,2,3,3,2,1,1,2,3,1,2,2,3,2,3,2,1,2,3,3,2
53,3,1,3,2,1,3,3,3,1,1,2,1,3,3,3,3,3,1,1,3,3,3,3,2,1,3,1,1,3,2,2,2,1,1,2,3,1,2,1,1,2,1,3,3,1,3,2,3,3
53,3,1,3,3,1,2,2,3,1,1,2,1,3,3,2,3,3,2,1,3,3,3,3,2,1,2,1,1,3,2,2,3,3,1,1,3,1,1,1,1,2,1,3,3,1,3,3,3,2
54,3,1,3,3,1,1,3,3,1,1,2,1,3,3,3,3,3,1,1,3,3,3,3,3,2,1,1,1,3,3,1,3,2,1,1,1,1,1,2,1,2,2,3,3,1,3,3,3,1
54,3,1,3,2,1,3,3,1,1,1,2,1,3,3,2,2,2,3,1,3,2,3,3,2,1,2,1,1,3,3,2,2,3,1,1,2,3,1,1,1,2,2,2,2,1,3,3,3,2
54,3,1,3,1,1,2,3,2,1,1,3,1,3,3,3,3,2,1,1,3,3,3,3,3,3,2,1,1,3,3,1,3,2,1,1,3,1,1,1,2,3,1,1,3,1,3,2,2,3
54,3,1,3,2,1,3,2,2,2,1,2,2,3,3,1,3,3,1,1,3,3,3,3,3,1,2,1,1,3,3,2,2,1,1,2,3,3,1,1,3,2,1,3,3,1,3,3,3,3
57,3,1,3,2,1,2,3,1,1,2,2,2,3,3,1,2,3,1,1,3,2,3,3,3,1,2,1,1,3,2,3,1,3,1,2,2,2,1,1,1,3,1,3,3,1,3,2,3,2
57,3,1,3,3,1,2,3,3,2,2,3,1,3,2,2,2,2,1,1,3,3,3,3,3,1,1,1,1,2,3,1,2,1,1,2,3,2,1,1,1,3,1,3,3,1,3,3,3,2
57,3,1,3,2,1,3,3,3,2,1,2,1,3,3,3,3,2,1,1,3,3,3,3,2,2,1,1,1,3,3,1,2,3,1,2,2,2,2,1,2,2,1,3,2,1,3,3,3,3
57,3,1,3,3,1,2,3,2,1,3,3,2,3,3,2,2,3,2,1,3,3,3,3,2,2,2,1,1,3,2,2,3,2,1,2,2,3,1,1,1,2,1,3,1,2,3,3,3,2
57,3,1,3,3,1,2,3,3,1,1,2,1,3,3,2,2,3,3,1,3,2,3,3,3,1,2,1,1,3,2,2,2,3,1,1,3,2,1,1,1,3,2,2,3,2,3,2,2,2
59,3,1,3,3,1,3,3,2,1,1,1,1,3,3,3,2,3,1,1,3,3,3,3,1,2,2,1,1,3,3,3,2,3,1,2,1,2,1,2,1,2,2,3,3,1,3,2,3,3
60,3,1,3,3,1,3,3,2,1,2,2,2,3,3,1,2,3,1,1,3,3,2,3,3,1,1,1,1,3,3,3,3,2,1,2,2,3,1,1,1,3,1,3,3,1,3,3,3,2
60,2,1,3,2,1,3,3,2,1,1,2,2,3,3,2,2,1,2,1,3,3,3,3,2,1,1,1,1,3,3,3,3,2,1,2,2,3,1,1,2,3,1,1,3,1,3,2,3,3
60,3,1,3,3,1,3,2,3,1,1,2,1,3,3,1,2,3,1,1,3,2,3,3,3,2,2,1,1,3,2,3,2,3,1,1,2,2,1,1,1,2,1,2,2,1,3,2,3,2
60,3,1,3,3,1,3,3,2,1,1,2,1,3,3,3,3,2,2,1,3,3,3,3,3,2,2,1,1,3,3,3,2,3,1,1,2,3,1,2,2,3,1,3,2,1,3,3,3,3
60,3,1,3,2,1,3,3,2,1,3,2,1,3,3,3,2,3,2,1,3,2,3,3,3,1,1,1,1,3,3,2,3,3,1,1,2,2,1,1,1,2,1,3,2,1,3,2,3,1
61,3,1,3,2,2,2,3,2,2,2,3,1,2,3,2,3,3,1,1,3,3,3,3,3,2,2,2,1,2,3,1,3,3,1,2,1,1,1,1,1,3,2,2,3,2,3,1,3,3
61,3,1,3,3,1,2,3,3,1,1,2,1,3,3,2,2,3,1,1,3,3,3,3,2,2,1,1,2,3,3,2,3,2,1,1,1,1,1,1,2,3,1,3,3,1,3,3,3,2
61,2,1,3,2,2,3,3,3,2,1,3,1,3,3,1,1,2,1,1,3,3,3,3,3,3,2,1,1,3,3,3,3,3,1,2,2,2,1,1,1,3,1,3,3,1,3,2,3,3
61,3,1,3,2,1,3,3,3,2,2,3,1,3,3,1,2,3,3,1,3,3,3,3,2,1,2,1,1,3,2,2,2,3,1,2,3,2,1,1,1,3,1,3,2,2,3,1,3,2
62,3,1,3,3,1,2,2,2,1,1,2,1,3,3,2,3,3,1,2,3,3,3,3,3,2,2,1,1,2,2,2,2,3,1,2,2,1,1,1,1,3,1,3,2,2,3,3,3,2
62,3,1,3,1,1,3,2,3,1,1,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,1,1,3,3,3,2,2,1,1,2,3,2,1,1,3,1,3,2,2,3,3,3,2
62,3,1,3,3,1,3,3,3,1,1,2,1,3,3,1,1,2,1,1,3,3,3,3,3,3,1,1,1,3,3,2,3,3,1,2,1,2,1,1,1,3,3,3,3,1,3,2,3,3
62,3,2,3,2,1,2,3,3,1,1,3,1,3,3,2,1,2,2,1,3,3,3,3,3,1,2,2,1,2,3,3,3,3,1,1,2,2,1,1,2,2,1,2,2,1,3,2,3,3
62,3,1,3,3,1,2,3,2,1,2,3,1,3,3,2,2,3,1,1,3,3,3,3,3,1,1,1,1,3,3,1,1,3,1,3,3,3,1,1,1,3,1,3,2,1,3,1,3,2
62,3,1,3,3,1,3,3,3,1,1,3,1,3,3,2,3,2,3,1,3,3,3,3,3,1,2,1,1,3,2,1,1,2,1,1,1,2,1,1,1,2,1,3,3,1,3,3,3,3
65,3,1,3,2,1,2,3,3,1,2,3,1,3,3,2,2,1,3,1,3,3,3,3,3,3,2,2,1,3,3,2,2,3,1,1,2,3,1,1,2,2,1,3,2,1,3,2,3,1
65,3,1,3,2,1,2,3,3,1,1,2,1,3,3,1,3,3,1,1,3,2,3,3,2,1,2,1,1,1,3,2,3,3,1,1,1,3,1,1,1,3,1,3,2,1,3,2,3,3
65,3,1,3,3,1,3,3,3,1,2,3,1,3,3,2,2,3,1,1,3,3,3,3,3,2,1,2,1,3,3,1,3,3,1,1,1,3,1,1,2,3,1,3,2,1,3,3,3,2
65,3,1,3,3,1,3,3,3,1,1,2,1,3,2,3,3,2,1,1,3,3,3,3,3,1,1,1,1,3,2,2,2,2,1,1,3,1,1,1,1,3,1,3,3,1,3,3,3,2
65,3,1,3,2,1,3,3,3,1,2,3,1,3,3,2,2,3,1,1,3,3,3,3,3,2,1,1,1,2,3,2,2,3,1,2,2,2,1,1,1,3,1,3,2,1,3,1,3,2
65,3,1,3,3,1,1,3,2,1,2,2,2,3,3,3,3,3,1,1,3,3,3,3,2,1,1,1,1,3,3,1,3,2,1,1,1,3,1,1,1,2,1,3,1,1,3,2,3,2
65,3,1,3,3,1,3,2,2,1,1,3,1,3,3,2,2,3,2,1,3,3,3,3,2,2,2,1,1,2,3,3,3,3,1,1,2,1,1,1,2,1,2,3,3,1,3,2,3,2
65,3,1,3,3,1,3,3,2,1,1,3,1,3,3,3,2,3,1,1,3,3,3,3,2,1,2,2,1,3,3,2,1,2,1,2,1,3,1,1,1,2,2,3,3,1,3,3,2,3
66,3,1,3,2,1,2,2,2,1,1,2,1,3,3,3,2,2,1,2,3,3,3,3,3,3,2,1,1,3,3,1,2,2,1,1,3,1,2,1,1,2,2,2,3,1,3,2,3,2
66,3,1,3,2,1,2,3,2,1,1,2,1,3,3,3,2,3,2,1,3,2,3,3,3,2,2,1,1,3,3,1,3,3,1,1,2,1,1,1,1,2,1,3,2,2,3,2,3,3
66,2,1,3,2,1,3,2,3,1,2,2,1,2,3,2,3,2,3,1,3,3,3,2,3,2,1,1,1,3,1,2,2,2,1,1,2,2,1,2,1,3,1,3,2,1,3,1,3,3
66,3,1,3,3,1,3,3,2,1,3,2,1,3,3,2,3,2,1,1,3,2,3,3,1,3,2,1,1,3,3,2,3,2,1,1,3,2,2,1,1,2,1,3,2,1,3,3,3,2
67,3,1,3,3,2,1,2,2,1,1,3,1,3,3,3,3,3,2,1,3,2,3,3,3,3,1,1,1,3,3,2,2,3,1,1,1,2,2,1,1,3,1,3,2,1,3,3,3,2
67,3,1,3,3,1,3,2,2,1,1,3,1,3,2,2,3,3,1,2,3,2,3,3,3,3,2,2,1,2,3,3,1,3,1,2,3,1,1,1,1,3,1,3,2,1,3,2,3,2
68,3,1,3,3,1,2,3,2,2,2,3,1,2,3,2,2,3,1,2,3,3,3,3,2,2,1,1,1,2,3,2,3,2,1,2,2,1,1,1,2,3,1,3,2,2,3,3,3,1
68,3,1,3,2,1,3,3,1,1,1,2,1,2,3,1,2,3,1,1,3,3,3,3,2,1,3,1,1,3,3,1,2,3,1,1,2,3,1,1,1,3,1,3,3,2,3,2,3,3
69,3,1,3,3,2,3,3,2,1,1,3,1,3,3,2,1,3,1,1,3,3,3,3,1,3,2,1,1,2,3,2,1,3,1,1,2,1,1,1,1,3,1,3,3,1,3,1,3,2
69,3,1,3,2,1,3,3,2,1,1,2,2,3,3,2,3,3,1,1,3,3,3,3,3,1,1,1,1,3,3,3,2,3,1,1,2,1,2,1,1,2,2,3,2,1,3,3,3,3
69,3,1,3,2,1,3,3,2,2,2,1,1,2,3,3,2,3,1,1,3,3,3,3,3,2,2,2,1,3,3,2,2,3,1,1,2,3,1,1,1,2,1,3,2,1,3,3,3,3
71,3,1,3,2,1,3,3,2,1,1,2,1,3,3,2,2,2,2,1,3,2,3,3,3,2,2,1,1,3,3,3,3,2,1,1,2,1,1,1,1,2,1,3,3,2,3,2,3,2
71,3,1,3,3,1,2,2,3,1,1,1,1,3,3,3,2,3,1,1,3,3,3,3,2,1,2,2,1,3,3,2,2,2,1,1,2,3,1,1,1,2,1,3,3,1,3,2,3,2
71,3,1,3,2,1,3,3,2,1,1,2,1,3,3,1,3,2,2,1,3,2,3,2,3,2,1,1,1,3,3,2,3,2,1,3,2,1,1,1,1,3,2,3,3,1,3,3,3,3
72,3,1,3,2,1,3,3,1,1,3,2,1,3,3,1,2,3,2,1,3,3,3,2,3,2,2,1,1,3,1,3,3,3,1,1,2,2,1,1,1,3,1,1,3,1,3,2,3,2
72,3,1,3,3,1,3,3,2,3,1,2,1,3,3,1,3,2,1,1,3,3,3,3,2,3,2,1,1,3,3,3,2,3,1,2,2,3,1,1,1,2,2,3,3,1,3,3,3,3
72,3,1,3,2,1,3,3,2,1,2,2,2,3,3,1,3,3,1,1,3,3,3,3,3,3,1,2,1,2,2,2,3,3,1,1,2,3,2,2,1,3,2,2,2,1,3,2,3,1
72,3,1,3,3,1,3,3,2,2,1,2,1,3,3,3,3,2,2,1,3,3,3,3,2,2,2,1,1,3,3,2,1,1,1,1,2,2,2,1,1,2,1,3,2,1,3,3,2,3
73,2,1,3,3,1,3,3,3,1,1,2,1,3,3,3,3,3,1,1,3,2,3,3,2,1,2,1,1,2,3,1,3,3,1,2,1,2,1,1,1,3,1,2,2,1,3,3,3,3
